state,rainfall,elevation,population_density,coastal_distance,historical_index,risk_level
Assam,42.42,0.0,75.97,95.21,35.96,high
Gujarat,88.08,29.03,69.12,16.0,48.47,critical
Jharkhand,59.62,18.82,56.56,46.56,28.81,high
Assam,0.0,13.29,65.8,63.81,50.48,medium
UP,69.57,12.38,80.58,75.46,43.17,high
Maharashtra,21.73,18.44,58.03,24.88,48.94,high
Bihar,50.35,7.83,84.47,68.25,12.01,high
Bihar,34.42,9.61,55.83,82.08,100.0,high
MP,11.63,24.89,61.21,66.12,46.78,medium
Tamil Nadu,48.04,20.3,66.95,0.0,29.2,high
Jharkhand,27.88,16.32,63.17,89.74,43.49,medium
Karnataka,57.64,50.7,58.53,42.48,75.74,high
Telangana,51.87,0.0,74.53,86.99,11.27,high
Kerala,83.34,15.13,84.31,17.42,0.0,critical
Bihar,88.07,34.28,53.66,89.98,66.28,high
West Bengal,59.54,32.37,42.22,26.11,19.94,high
UP,100.0,35.49,55.99,81.66,80.83,high
MP,80.69,20.93,86.81,100.0,26.55,high
West Bengal,94.97,5.0,49.36,0.61,69.95,critical
UP,82.88,10.59,48.69,100.0,42.95,high
Odisha,57.68,0.0,91.21,27.76,39.57,critical
Tamil Nadu,22.96,13.92,46.91,20.81,70.36,high
Andhra Pradesh,7.43,10.7,75.05,24.59,54.64,high
Telangana,0.67,38.9,25.52,52.12,57.09,medium
West Bengal,57.24,0.0,65.5,11.76,32.97,critical
Rajasthan,14.72,11.2,62.04,74.27,29.61,medium
Andhra Pradesh,46.25,0.0,62.45,34.25,46.59,high
Jharkhand,17.3,28.69,89.55,45.09,20.59,high
Karnataka,39.61,73.97,94.75,11.99,12.95,high
Odisha,20.05,20.72,35.2,19.4,24.2,medium
Tamil Nadu,51.34,23.02,74.14,48.04,94.65,high
MP,100.0,57.01,88.11,98.07,56.9,high
Andhra Pradesh,84.73,0.0,95.56,29.94,60.8,critical
Maharashtra,17.2,23.33,74.11,0.0,52.35,high
Assam,84.84,0.0,57.75,93.82,15.08,high
Kerala,55.08,32.91,71.33,0.0,20.2,high
Assam,50.77,43.98,75.62,50.15,36.28,high
Andhra Pradesh,43.23,11.49,55.49,0.0,30.73,high
Andhra Pradesh,67.9,48.81,65.96,46.0,62.89,high
Maharashtra,34.36,33.23,15.79,0.0,59.02,high
Jharkhand,80.37,53.12,55.49,63.95,98.56,high
Odisha,91.59,29.72,55.18,37.76,73.61,critical
Odisha,83.55,0.0,56.77,0.0,63.94,critical
UP,57.77,0.0,72.17,42.43,3.71,high
MP,75.46,66.26,77.74,64.71,70.63,high
Jharkhand,47.19,54.19,64.24,98.49,42.39,medium
Bihar,100.0,5.71,79.72,59.69,43.06,critical
Andhra Pradesh,31.94,19.63,71.99,0.0,76.33,high
Kerala,42.64,69.93,55.88,23.86,56.95,medium
West Bengal,31.36,0.0,63.82,2.58,100.0,critical
West Bengal,67.28,20.55,8.16,15.82,77.45,high
Tamil Nadu,40.52,8.13,80.84,10.04,27.34,high
Gujarat,87.66,27.72,93.2,41.75,19.35,critical
Assam,37.85,15.9,68.93,95.14,45.19,high
MP,35.98,49.74,30.85,76.32,100.0,medium
Assam,29.56,11.14,50.74,46.2,39.66,high
Tamil Nadu,46.0,46.14,60.41,36.58,62.66,high
Bihar,34.87,33.35,66.43,100.0,65.67,medium
Gujarat,34.26,30.85,64.72,0.0,30.79,high
Bihar,76.15,19.04,40.09,76.64,67.15,high
MP,60.15,76.79,85.77,100.0,59.19,medium
Jharkhand,68.65,25.67,76.76,68.0,34.72,high
Odisha,73.6,8.19,37.25,31.13,85.9,critical
Jharkhand,50.7,61.52,80.74,100.0,0.49,medium
Kerala,34.38,37.15,35.23,18.74,30.35,medium
Assam,24.78,0.0,54.68,75.31,61.83,high
Kerala,52.77,17.5,24.7,2.94,30.05,high
UP,74.16,0.0,68.54,60.48,51.15,critical
West Bengal,83.9,0.0,90.06,9.86,72.94,critical
Gujarat,59.82,9.72,100.0,0.0,38.16,critical
Odisha,79.98,5.19,68.34,33.14,78.16,critical
Maharashtra,57.9,54.36,43.07,39.68,69.24,high
Odisha,100.0,2.24,76.19,0.0,53.33,critical
Andhra Pradesh,52.62,29.02,59.74,15.83,55.16,high
Maharashtra,62.52,20.07,72.98,39.15,72.92,high
UP,82.43,2.01,61.28,72.08,51.78,critical
Andhra Pradesh,52.22,1.13,88.73,22.38,43.61,critical
Bihar,100.0,5.42,59.3,100.0,26.08,high
Maharashtra,87.88,2.06,54.3,0.0,9.09,critical
Tamil Nadu,55.63,30.22,50.04,6.99,61.86,high
Telangana,13.94,29.05,88.5,59.68,55.68,high
Rajasthan,94.77,9.27,73.39,100.0,29.63,high
UP,78.05,15.83,73.7,68.43,31.12,high
Jharkhand,66.05,40.59,34.89,100.0,82.09,medium
Assam,100.0,16.61,61.36,61.57,67.81,critical
Tamil Nadu,14.4,24.67,86.03,3.31,38.48,high
Gujarat,56.75,18.28,53.62,9.66,60.31,high
Gujarat,67.79,33.32,75.13,0.0,36.54,critical
UP,95.79,5.46,54.87,65.22,38.36,critical
Kerala,50.63,16.3,48.47,0.0,51.08,high
Karnataka,81.69,41.21,73.77,26.82,83.56,critical
Telangana,63.96,26.23,69.62,61.59,18.88,high
Karnataka,52.34,31.48,69.02,53.48,49.36,high
Telangana,75.67,46.39,75.52,93.57,10.52,high
Telangana,60.1,0.05,60.18,87.49,73.97,high
Tamil Nadu,40.75,15.5,64.58,31.17,17.06,high
Rajasthan,27.11,18.15,56.85,100.0,18.62,medium
Jharkhand,69.58,30.09,100.0,49.8,44.2,critical
UP,35.72,20.44,67.4,62.65,34.08,high
Karnataka,100.0,56.67,66.58,10.52,83.1,critical
Rajasthan,57.4,30.52,68.7,100.0,81.74,high
West Bengal,100.0,8.2,42.22,36.28,64.14,critical
Gujarat,64.45,3.04,43.85,0.0,49.33,critical
Maharashtra,60.82,16.62,74.21,30.01,54.73,high
Karnataka,22.35,12.54,51.55,13.86,80.0,high
Maharashtra,61.5,6.35,77.59,12.2,17.74,critical
Maharashtra,93.02,40.52,46.74,7.87,29.67,high
Bihar,49.58,6.66,83.24,63.36,37.78,high
Kerala,100.0,34.06,47.96,6.1,57.64,critical
Andhra Pradesh,57.22,13.12,57.01,4.94,62.62,critical
Andhra Pradesh,57.13,25.72,72.3,0.0,82.88,critical
UP,89.68,4.04,63.29,100.0,30.61,high
MP,61.98,53.4,88.39,100.0,52.6,high
Kerala,61.66,26.05,48.48,18.19,44.4,high
Bihar,53.0,0.0,47.89,73.07,100.0,high
Odisha,0.0,8.54,99.41,18.64,33.55,high
Rajasthan,43.05,0.0,71.77,94.98,12.12,high
Maharashtra,72.0,44.36,41.75,0.0,78.43,high
Jharkhand,60.13,43.28,38.67,81.67,64.93,medium
Kerala,50.51,33.76,62.0,0.0,24.37,high
Jharkhand,27.75,19.92,57.66,18.35,60.04,high
Telangana,91.59,15.6,39.6,62.55,57.26,high
Andhra Pradesh,42.37,26.41,28.87,29.57,94.33,high
Andhra Pradesh,29.23,25.67,70.28,0.0,80.68,high
Karnataka,38.95,19.41,56.64,0.0,32.41,high
Assam,45.72,0.0,77.09,49.68,45.39,high
Kerala,65.3,26.94,54.55,0.0,83.2,critical
Karnataka,38.34,36.66,33.29,1.02,44.46,high
Assam,62.36,0.0,39.7,71.1,26.75,high
Andhra Pradesh,78.02,24.32,44.32,3.26,25.6,high
Telangana,46.77,31.52,54.88,55.63,42.22,high
West Bengal,16.3,0.0,47.48,0.0,61.04,high
Tamil Nadu,45.12,35.5,71.26,0.0,51.39,high
Tamil Nadu,91.91,25.82,80.35,19.81,21.84,critical
Karnataka,71.2,48.45,98.96,0.0,54.37,critical
Andhra Pradesh,28.62,9.2,100.0,8.72,59.05,critical
Andhra Pradesh,24.44,21.32,22.92,0.0,65.9,high
Kerala,75.47,46.85,93.3,0.0,70.83,critical
Telangana,49.08,19.38,68.65,82.45,17.39,high
West Bengal,0.0,10.64,54.26,0.0,91.95,high
MP,57.68,54.68,81.88,68.86,46.07,high
Andhra Pradesh,39.17,35.85,100.0,6.72,69.21,high
Andhra Pradesh,31.48,33.04,34.59,1.92,10.2,medium
West Bengal,100.0,22.24,68.39,12.01,86.12,critical
Assam,69.49,0.0,47.12,83.29,88.75,high
MP,70.73,15.56,92.64,97.52,100.0,critical
Andhra Pradesh,100.0,54.38,88.48,14.99,30.01,critical
MP,46.16,41.28,93.19,88.38,7.62,medium
Tamil Nadu,64.18,12.97,20.95,0.0,22.62,high
Jharkhand,34.64,25.37,84.88,93.15,40.7,high
Andhra Pradesh,14.37,6.04,24.93,0.45,100.0,high
Rajasthan,72.9,38.68,45.76,100.0,32.86,medium
Rajasthan,17.78,31.91,87.66,90.08,92.24,high
Jharkhand,68.72,26.38,52.05,67.65,21.36,high
Assam,77.49,0.0,58.34,64.68,33.47,high
UP,78.66,27.31,65.11,54.45,80.23,high
West Bengal,38.34,0.0,75.76,0.0,80.66,critical
Gujarat,43.91,38.51,64.2,7.19,24.17,high
Maharashtra,65.56,34.95,66.32,42.57,37.25,high
Odisha,72.46,26.75,63.15,0.0,48.19,critical
UP,30.22,0.0,75.71,100.0,0.0,medium
UP,56.5,27.41,80.86,38.25,66.96,high
Rajasthan,60.16,11.45,87.85,69.49,50.35,high
MP,44.48,41.35,64.26,71.18,92.07,high
Andhra Pradesh,17.82,19.74,76.93,25.53,63.13,high
UP,44.59,6.84,24.59,87.84,57.51,medium
MP,53.8,2.61,82.46,92.09,85.48,high
Bihar,51.57,20.45,61.74,77.32,39.7,high
Kerala,41.48,34.08,50.0,0.0,96.63,high
Maharashtra,50.78,28.12,79.11,0.0,22.0,high
UP,56.68,27.27,59.12,68.58,61.02,high
Telangana,78.61,32.41,23.32,75.24,82.86,high
Kerala,47.41,0.0,100.0,0.0,100.0,critical
Andhra Pradesh,58.0,21.51,71.76,13.58,59.11,critical
Rajasthan,24.19,54.15,66.11,97.76,43.32,medium
Andhra Pradesh,61.3,31.69,47.09,0.0,14.03,high
Gujarat,97.59,29.19,66.42,57.91,26.26,high
Rajasthan,51.64,19.5,84.77,100.0,65.17,high
Gujarat,34.7,18.35,85.54,0.0,90.87,critical
Bihar,90.34,31.82,61.13,38.34,55.84,critical
Telangana,57.51,32.51,20.27,81.49,86.49,medium
Gujarat,54.49,4.74,52.03,7.63,34.57,high
Jharkhand,27.53,21.33,60.89,100.0,33.09,medium
Rajasthan,97.69,62.74,80.13,100.0,51.67,high
West Bengal,72.03,29.88,85.96,11.37,55.91,critical
Assam,58.43,0.0,46.86,67.67,12.47,high
Assam,64.86,12.53,54.75,46.91,27.98,high
West Bengal,70.13,0.0,100.0,6.72,78.03,critical
West Bengal,42.83,0.0,87.18,0.0,58.76,critical
Assam,37.75,19.58,58.67,100.0,50.98,medium
Odisha,60.95,8.03,56.38,0.0,83.06,critical
Bihar,83.61,17.64,50.02,75.86,79.81,high
MP,65.21,48.21,67.63,87.82,57.11,high
Kerala,74.37,65.29,83.05,9.47,49.47,high
Kerala,97.07,24.95,100.0,0.0,49.26,critical
Rajasthan,63.7,4.52,55.89,78.53,25.87,high
Bihar,45.61,15.12,57.03,69.25,30.39,high
Maharashtra,44.6,36.8,58.92,7.9,49.52,high
Tamil Nadu,76.67,18.98,60.27,25.84,52.62,critical
Gujarat,100.0,26.53,52.4,10.96,94.52,critical
Andhra Pradesh,100.0,15.27,73.2,17.4,49.56,critical
Bihar,73.52,26.77,69.6,70.79,61.3,high
UP,74.68,19.35,91.43,75.47,100.0,critical
Tamil Nadu,47.12,18.47,91.3,0.0,60.07,critical
Tamil Nadu,53.24,42.02,93.99,0.0,36.32,high
Karnataka,70.85,48.11,28.69,21.26,16.76,high
Kerala,23.54,29.79,76.07,0.0,84.94,high
Jharkhand,59.77,36.61,60.52,75.78,100.0,high
Bihar,75.23,0.92,61.95,78.84,86.19,critical
MP,100.0,29.68,25.5,76.41,31.06,high
UP,13.25,0.81,77.14,65.94,73.23,high
UP,32.8,30.42,28.44,100.0,41.43,medium
Kerala,35.69,56.23,36.27,17.56,63.23,medium
West Bengal,25.5,10.12,54.65,36.05,64.51,high
Kerala,77.01,65.76,43.27,9.29,12.12,high
Tamil Nadu,87.35,3.37,67.5,0.0,42.15,critical
Jharkhand,53.85,43.31,80.96,74.58,57.32,high
Bihar,68.23,7.57,18.31,75.77,61.5,high
Kerala,61.29,39.6,41.29,0.0,57.76,high
Rajasthan,33.23,13.83,63.95,100.0,66.75,high
Bihar,31.4,27.46,76.44,88.57,59.21,high
Telangana,53.01,12.18,85.5,82.49,66.25,high
MP,41.17,49.46,100.0,100.0,33.56,medium
Odisha,40.28,2.29,92.45,0.0,33.3,critical
Tamil Nadu,40.96,0.0,58.59,0.0,57.25,high
MP,0.0,53.94,67.65,77.19,72.57,medium
Bihar,62.53,9.33,34.19,94.73,10.73,high
Andhra Pradesh,35.95,44.57,78.56,7.46,37.03,high
MP,34.16,48.51,46.45,91.75,73.9,medium
Jharkhand,0.0,40.79,75.87,100.0,30.29,medium
Jharkhand,33.25,41.51,54.38,94.73,66.66,medium
Telangana,27.97,36.08,25.78,82.22,87.66,medium
Andhra Pradesh,58.54,23.2,49.87,10.29,8.13,high
Assam,66.06,0.0,17.16,76.94,46.19,high
Andhra Pradesh,40.83,4.43,31.9,2.6,59.04,high
West Bengal,41.17,0.0,52.78,24.34,52.33,high
Bihar,71.89,0.0,41.65,100.0,16.26,high
Telangana,81.45,23.31,67.2,100.0,23.93,high
Tamil Nadu,60.08,17.5,56.61,20.39,74.44,high
Andhra Pradesh,63.14,32.82,92.82,0.0,2.74,high
Karnataka,88.71,55.15,77.43,16.88,60.83,critical
West Bengal,50.37,0.0,71.23,17.39,61.03,critical
Assam,50.55,0.0,50.73,69.76,33.85,high
West Bengal,66.85,11.16,37.42,0.0,35.89,high
Karnataka,59.57,30.6,22.73,24.43,27.8,high
Odisha,89.35,5.78,41.57,7.46,29.2,critical
Telangana,69.86,23.72,58.99,70.93,30.3,high
Kerala,97.94,40.12,91.94,15.6,73.44,critical
Assam,82.54,12.09,100.0,70.22,47.48,critical
UP,45.73,24.19,76.02,80.96,18.75,high
Andhra Pradesh,62.64,21.31,100.0,0.0,50.83,critical
Andhra Pradesh,56.82,35.9,58.53,20.79,49.01,high
Assam,36.93,0.0,46.51,100.0,69.99,high
Andhra Pradesh,100.0,22.17,44.12,22.96,96.64,critical
MP,46.94,19.06,69.9,76.71,79.44,high
Odisha,77.29,16.66,74.61,19.21,32.29,critical
Tamil Nadu,65.02,42.95,76.57,0.0,35.8,high
Rajasthan,92.7,32.67,77.13,70.46,68.44,critical
MP,61.88,29.34,98.87,98.75,57.25,high
Tamil Nadu,63.42,31.26,53.75,1.97,20.83,high
UP,85.17,26.24,64.96,79.87,21.98,high
Tamil Nadu,20.4,6.05,48.0,0.0,51.69,high
Tamil Nadu,65.75,14.38,71.09,0.0,46.52,critical
Odisha,28.33,13.54,62.64,1.03,28.39,high
Tamil Nadu,61.84,3.78,77.21,3.37,71.42,critical
Gujarat,75.25,15.77,81.49,15.72,64.29,critical
Maharashtra,89.7,37.06,14.32,13.98,19.13,high
Jharkhand,54.02,61.9,26.09,50.48,0.0,medium
Karnataka,57.0,37.86,51.43,62.58,48.18,high
Kerala,31.63,52.94,94.28,26.69,62.31,high
Karnataka,62.25,27.59,52.69,1.73,92.77,critical
Jharkhand,75.16,43.99,78.6,100.0,57.94,high
West Bengal,54.01,24.41,29.8,43.95,34.09,high
Andhra Pradesh,35.27,0.0,39.6,29.92,34.67,high
Bihar,46.53,15.86,39.65,69.07,45.72,high
UP,26.95,25.45,73.68,54.84,87.66,high
MP,63.5,70.67,54.49,65.53,36.75,medium
MP,96.58,48.1,94.03,93.11,28.79,high
Rajasthan,40.42,15.73,78.59,73.4,39.86,high
Odisha,79.01,17.44,59.71,15.69,93.45,critical
Karnataka,52.45,35.95,46.06,28.49,34.29,high
West Bengal,33.65,22.07,71.19,0.0,28.54,high
MP,42.12,20.13,60.11,99.61,68.69,high
Tamil Nadu,29.75,17.42,53.94,0.0,54.92,high
Gujarat,42.56,32.15,42.14,2.72,78.25,high
Kerala,66.69,60.69,64.71,4.92,47.17,high
MP,22.34,49.37,87.71,70.25,50.77,medium
Tamil Nadu,47.25,10.11,96.07,6.42,96.96,critical
Gujarat,66.16,17.22,47.54,7.3,78.3,critical
MP,62.53,58.8,43.38,91.14,53.47,medium
Tamil Nadu,1.39,7.83,68.46,19.73,83.22,high
Maharashtra,1.47,36.9,59.71,1.72,74.84,high
Jharkhand,57.21,7.47,61.42,99.19,40.87,high
Jharkhand,50.08,21.1,53.9,100.0,81.0,high
Gujarat,73.0,10.85,52.67,24.5,67.63,critical
MP,71.05,27.82,59.51,95.9,43.68,high
Kerala,40.94,35.08,95.54,0.0,1.21,high
Gujarat,62.52,11.0,83.31,15.9,63.87,critical
Tamil Nadu,49.97,21.51,77.24,0.0,27.1,high
Rajasthan,50.68,17.97,100.0,83.8,61.71,high
MP,58.82,28.14,59.35,69.13,37.37,high
Andhra Pradesh,75.67,34.57,100.0,27.6,47.98,critical
Odisha,27.1,36.22,84.16,0.0,54.24,high
Kerala,62.11,24.25,60.62,3.59,65.74,critical
Odisha,38.17,23.49,83.3,5.38,12.28,high
UP,82.71,0.0,25.83,100.0,25.06,high
Bihar,66.42,2.81,67.46,81.14,74.51,high
Telangana,68.0,27.83,76.32,65.33,29.55,high
Tamil Nadu,58.51,10.27,74.59,0.0,46.46,critical
Bihar,74.38,24.88,45.47,100.0,40.38,high
Karnataka,90.89,50.23,45.0,10.0,64.74,high
Telangana,38.8,0.0,60.59,47.87,55.11,high
Jharkhand,25.32,44.72,80.29,84.36,52.47,medium
Assam,27.79,7.97,74.31,94.31,41.68,high
Gujarat,30.93,7.39,56.64,37.44,81.29,high
West Bengal,59.05,17.94,32.65,16.99,83.26,high
Odisha,100.0,26.74,77.07,0.0,40.38,critical
Tamil Nadu,80.37,13.16,65.56,0.0,56.28,critical
Karnataka,100.0,39.72,51.88,18.24,51.44,critical
Telangana,68.39,20.41,77.37,83.4,38.72,high
West Bengal,21.18,0.0,66.66,31.15,0.0,high
Bihar,53.65,33.38,58.61,100.0,42.41,medium
Andhra Pradesh,27.88,16.87,54.36,17.93,48.72,high
Kerala,68.37,50.94,71.17,28.61,66.8,high
Karnataka,51.3,47.2,72.49,27.63,42.76,high
Bihar,100.0,11.53,89.93,66.9,0.0,critical
Tamil Nadu,19.79,10.86,58.5,21.42,27.31,high
Andhra Pradesh,0.0,17.6,99.03,22.9,29.06,high
Jharkhand,62.86,55.41,65.57,71.36,76.02,high
MP,57.52,72.66,56.24,70.0,60.45,medium
Maharashtra,38.13,30.25,28.97,40.78,79.94,high
MP,26.68,22.51,51.77,94.87,62.97,medium
Assam,71.36,0.0,36.29,59.47,45.65,high
Jharkhand,43.35,25.92,89.06,69.01,56.96,high
Kerala,58.89,44.97,51.6,0.0,38.89,high
Rajasthan,31.59,26.65,37.36,100.0,76.7,medium
Karnataka,65.61,63.96,30.0,46.21,60.92,medium
Telangana,17.04,52.78,75.5,100.0,71.86,medium
Rajasthan,54.71,0.0,73.37,88.18,52.03,high
Gujarat,69.48,17.75,54.29,10.4,60.38,critical
Kerala,60.66,25.33,27.46,0.0,22.43,high
Andhra Pradesh,46.47,54.56,72.48,13.36,58.99,high
Tamil Nadu,65.38,36.0,51.97,0.0,34.9,high
Telangana,28.1,46.85,78.69,88.2,76.8,medium
MP,64.78,23.29,58.84,100.0,53.69,high
Rajasthan,72.42,0.0,67.22,71.1,79.07,critical
Bihar,51.32,5.02,71.44,82.97,88.3,high
Karnataka,41.82,49.28,80.6,44.3,57.96,high
MP,41.11,54.09,47.41,96.44,63.93,medium
Telangana,44.97,40.88,82.51,57.68,74.95,high
Maharashtra,44.92,31.78,88.37,28.18,32.36,high
UP,87.33,12.66,71.01,100.0,46.81,high
Andhra Pradesh,50.39,5.96,100.0,0.0,80.57,critical
Andhra Pradesh,11.54,14.62,61.0,20.86,0.0,medium
West Bengal,56.03,0.0,86.82,24.94,53.18,critical
Andhra Pradesh,28.27,13.43,29.14,15.35,59.03,high
Maharashtra,42.84,53.26,67.59,35.69,64.58,high
MP,8.46,28.53,69.85,94.48,12.74,medium
Telangana,83.96,19.32,43.31,87.25,65.55,high
West Bengal,50.34,23.89,57.67,14.96,48.65,high
Gujarat,54.53,22.72,81.12,3.39,55.61,critical
Assam,33.32,9.36,43.55,68.29,28.38,medium
Odisha,31.35,5.98,89.39,0.0,37.8,high
Rajasthan,89.91,36.69,40.2,80.79,49.65,high
Jharkhand,40.98,32.5,63.07,62.69,49.61,high
Gujarat,42.58,7.59,65.1,14.17,17.85,high
Karnataka,50.71,64.48,82.21,31.19,57.4,high
MP,80.72,54.35,89.44,63.74,71.98,high
Karnataka,31.65,35.21,52.63,4.84,21.99,high
Bihar,63.5,18.83,66.22,90.33,0.0,high
Gujarat,32.12,10.33,65.84,12.65,47.76,high
Kerala,36.24,43.82,79.44,0.0,46.65,high
Maharashtra,33.19,11.2,57.14,3.74,88.88,high
MP,98.77,21.49,84.09,78.48,27.23,critical
Andhra Pradesh,87.92,15.76,55.27,0.0,46.56,critical
Maharashtra,100.0,27.76,85.77,0.0,74.91,critical
Karnataka,100.0,49.95,84.84,45.22,48.84,critical
MP,46.71,39.8,90.66,83.11,51.82,high
MP,92.98,68.47,48.04,97.83,32.34,medium
Maharashtra,52.86,59.13,87.08,0.0,55.15,high
Karnataka,54.95,44.49,82.82,24.6,89.4,high
MP,87.43,28.12,55.29,87.88,16.55,high
Tamil Nadu,99.14,0.0,74.27,24.93,31.3,critical
Telangana,67.58,32.13,63.87,64.96,34.05,high
Maharashtra,62.06,30.01,64.12,32.44,83.2,high
Andhra Pradesh,67.25,20.01,43.17,23.33,46.09,high
Tamil Nadu,77.23,28.74,56.94,25.26,69.18,critical
Andhra Pradesh,25.15,15.21,36.37,62.48,8.65,medium
Telangana,55.25,9.25,82.47,58.78,28.65,high
Tamil Nadu,29.87,29.43,62.25,7.35,87.26,high
Kerala,25.93,17.68,78.3,0.0,48.97,high
Telangana,56.61,42.2,50.06,58.07,80.92,high
Tamil Nadu,43.43,37.35,70.69,0.0,19.88,high
Karnataka,65.49,33.2,49.05,43.94,39.18,high
Assam,18.7,15.62,50.58,70.12,41.29,medium
Jharkhand,57.35,46.11,60.71,91.02,26.01,medium
West Bengal,13.41,0.0,91.69,21.98,37.32,high
Jharkhand,78.37,19.4,97.55,89.28,29.52,high
UP,36.62,30.6,72.88,82.57,73.2,high
Maharashtra,56.6,32.88,29.62,7.41,19.52,high
Assam,90.48,0.0,70.52,69.43,72.34,critical
Karnataka,94.65,42.57,76.3,5.22,55.2,critical
MP,71.26,52.03,74.5,75.26,37.25,high
Gujarat,45.33,22.79,72.95,0.0,71.21,high
UP,24.1,13.16,71.52,100.0,37.97,medium
UP,12.57,30.63,29.07,78.19,44.39,medium
UP,53.26,6.98,94.62,88.66,81.94,high
Jharkhand,11.12,30.76,69.58,54.14,44.42,medium
Andhra Pradesh,60.51,27.97,84.28,16.04,69.39,critical
Kerala,52.6,46.31,78.68,0.0,86.82,high
Gujarat,19.49,58.83,100.0,0.0,66.41,high
MP,79.3,57.28,44.17,91.29,34.98,medium
Telangana,32.83,60.8,85.46,55.19,79.32,high
Rajasthan,47.0,16.9,46.34,79.44,41.23,high
Telangana,42.81,30.34,50.98,60.85,24.73,medium
Tamil Nadu,38.79,12.37,78.44,21.55,44.56,high
UP,63.29,28.99,84.74,100.0,39.72,high
MP,63.97,66.71,54.25,100.0,57.65,medium
Maharashtra,87.4,49.52,11.58,38.14,61.02,high
Telangana,77.87,10.92,74.49,35.58,71.56,critical
Telangana,45.38,37.38,78.53,75.46,39.6,high
Odisha,69.76,8.47,39.21,24.7,22.63,high
Kerala,55.54,45.6,59.02,0.0,22.09,high
Kerala,55.29,16.05,38.76,2.57,30.06,high
Rajasthan,88.65,20.46,84.15,100.0,68.03,critical
UP,100.0,24.48,67.52,95.13,39.98,high
Bihar,87.49,18.46,50.67,100.0,45.81,high
MP,48.67,25.31,80.23,100.0,49.19,high
UP,94.5,0.6,49.76,79.27,79.66,critical
Maharashtra,57.83,41.92,62.83,0.0,61.61,high
Karnataka,52.92,46.29,39.56,0.0,4.2,high
UP,67.25,9.84,83.25,100.0,49.8,high
Gujarat,25.0,11.55,77.93,0.0,90.5,high
Bihar,64.11,37.04,47.31,80.26,55.31,high
Jharkhand,77.02,60.03,56.03,72.12,51.67,high
Maharashtra,54.81,32.44,63.03,13.76,30.24,high
MP,57.14,38.13,60.15,100.0,71.75,high
Andhra Pradesh,100.0,22.41,53.98,59.41,60.34,critical
Tamil Nadu,79.75,5.89,76.26,0.0,64.11,critical
UP,31.77,4.53,80.69,88.41,40.31,high
Karnataka,65.22,47.36,71.68,24.62,57.18,high
Andhra Pradesh,71.54,0.0,33.21,0.0,36.06,critical
Odisha,70.67,0.0,88.78,29.26,75.76,critical
UP,23.01,7.36,52.43,94.03,57.07,medium
Telangana,89.42,29.56,83.33,83.17,0.0,high
Assam,75.68,1.82,74.91,79.59,39.36,high
UP,56.64,4.84,89.34,100.0,29.82,high
Rajasthan,23.84,35.86,35.32,37.35,53.65,medium
Gujarat,51.88,0.0,67.05,0.0,52.41,critical
Gujarat,54.74,26.67,43.16,5.78,59.33,high
Rajasthan,42.58,33.22,74.32,86.65,5.95,medium
Odisha,39.47,0.0,95.21,5.07,39.04,critical
Rajasthan,53.69,15.45,41.31,92.14,69.87,high
Assam,37.41,0.0,79.89,67.59,15.36,high
Gujarat,57.45,34.93,54.51,0.0,52.42,high
Rajasthan,16.49,30.79,57.79,87.61,78.82,medium
Odisha,37.72,10.94,100.0,19.07,69.17,critical
Jharkhand,15.59,10.96,47.97,75.99,17.92,medium
Jharkhand,26.75,44.6,81.85,99.35,15.54,medium
MP,35.77,25.99,32.74,89.39,35.78,medium
Jharkhand,79.16,25.87,42.37,55.86,52.61,high
Andhra Pradesh,30.07,27.0,100.0,0.0,10.92,high
Bihar,23.55,0.0,56.85,69.89,78.51,high
Assam,12.59,13.38,88.15,92.99,66.71,high
Odisha,26.76,0.0,77.68,12.89,36.29,high
MP,65.47,36.92,93.59,93.11,34.3,high
MP,26.25,60.16,83.08,82.94,20.51,medium
Rajasthan,58.17,36.3,38.28,100.0,57.72,medium
Rajasthan,66.66,30.95,52.75,99.98,73.39,high
Maharashtra,100.0,29.33,66.86,1.73,19.36,critical
Assam,21.61,0.0,62.05,69.25,21.73,high
Karnataka,59.23,30.36,73.42,14.68,46.12,high
West Bengal,84.71,0.0,82.85,0.77,43.94,critical
Kerala,73.57,21.05,98.15,1.69,28.26,critical
Gujarat,55.8,27.18,47.51,0.0,19.02,high
Jharkhand,38.93,42.06,59.15,40.22,73.4,high
Gujarat,82.37,19.19,100.0,20.11,20.95,critical
Gujarat,93.11,3.75,53.38,6.55,83.94,critical
Bihar,37.16,24.6,64.24,61.52,39.59,high
West Bengal,58.46,27.99,82.44,0.0,35.27,critical
Tamil Nadu,33.01,39.83,74.46,0.0,16.71,high
Kerala,22.89,40.57,59.77,0.0,31.56,high
MP,35.33,56.34,26.53,84.03,71.6,medium
West Bengal,27.55,8.91,61.72,0.0,23.24,high
UP,74.87,0.0,50.2,100.0,38.77,high
MP,89.84,15.32,56.71,100.0,48.75,high
Andhra Pradesh,53.58,4.75,51.94,0.0,59.46,critical
Telangana,46.76,7.54,72.16,100.0,38.08,high
Karnataka,72.17,39.41,100.0,35.79,37.54,critical
Tamil Nadu,39.74,12.5,96.95,0.0,64.26,critical
MP,26.16,21.39,82.05,92.32,24.19,medium
Maharashtra,83.05,6.94,63.89,12.26,30.95,critical
West Bengal,0.0,29.47,94.53,0.0,56.43,high
